length,aa_entropy,instability,gravy,isoelectric_point,low_complex,max_homopolymer,helix_sheet,id,model
101,3.7764240308760435,63.88316831683168,0.05247524752475242,6.077645683288574,0.0,2,2.7,ProtGPT2_CheY-like_superfamily_000|CheY-like,ProtGPT2
446,4.0322185568287825,47.675582959641275,-0.9991031390134509,8.5730863571167,0.0,3,1.5203252032520325,ProtGPT2_CheY-like_superfamily_001|CheY-like,ProtGPT2
330,4.099647961905639,38.285151515151526,-0.022727272727272613,4.8292341232299805,0.0,3,1.725,ProtGPT2_CheY-like_superfamily_002|CheY-like,ProtGPT2
234,4.071737852084729,42.48547008547009,-0.20512820512820545,5.910539054870605,0.0,6,2.4878048780487805,ProtGPT2_CheY-like_superfamily_003|CheY-like,ProtGPT2
187,3.9637040216699413,29.34598930481282,-0.10588235294117652,4.821162986755371,0.0,3,1.6326530612244898,ProtGPT2_CheY-like_superfamily_005|CheY-like,ProtGPT2
120,4.14730212889166,60.26424999999998,-0.7308333333333341,6.507177925109862,0.0,3,1.8709677419354838,ProtGPT2_CheY-like_superfamily_006|CheY-like,ProtGPT2
250,3.825992911455567,30.21284,-0.2664000000000004,6.372867393493652,0.0,3,1.6885245901639345,ProtGPT2_CheY-like_superfamily_007|CheY-like,ProtGPT2
303,4.042771121106037,37.956171617161694,0.6174917491749182,9.593491935729979,0.0,3,1.3695652173913044,ProtGPT2_CheY-like_superfamily_008|CheY-like,ProtGPT2
248,3.566609156818573,31.355645161290322,0.22338709677419313,5.331463432312011,0.0,3,3.717948717948718,ProtGPT2_CheY-like_superfamily_009|CheY-like,ProtGPT2
385,4.040763257844985,45.00963636363635,-0.2070129870129873,5.2626314163208,0.0,3,2.5949367088607596,ProtGPT2_CheY-like_superfamily_010|CheY-like,ProtGPT2
268,3.9949619939360344,45.83585820895522,0.3436567164179098,8.57089443206787,0.0,3,1.3132530120481927,ProtGPT2_CheY-like_superfamily_011|CheY-like,ProtGPT2
157,4.042574856689668,31.522929936305722,-0.18662420382165593,5.222048377990721,0.0,3,1.037037037037037,ProtGPT2_CheY-like_superfamily_012|CheY-like,ProtGPT2
